+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                      ;
+----------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                  ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|hps_0|hps_io|border|hps_sdram_inst|pll                                                                                  ; 2     ; 1              ; 2            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|hps_0|hps_io|border|hps_sdram_inst                                                                                      ; 1     ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 40    ; 0              ; 0            ; 0                ; 0                 ;
; u0|hps_0|hps_io|border                                                                                                     ; 0     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|hps_0|hps_io                                                                                                            ; 12    ; 0              ; 0            ; 0              ; 44     ; 0               ; 0             ; 0               ; 64    ; 0              ; 0            ; 0                ; 0                 ;
; u0|hps_0|fpga_interfaces                                                                                                   ; 77    ; 0              ; 0            ; 0              ; 35     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|hps_0                                                                                                                   ; 89    ; 0              ; 0            ; 0              ; 79     ; 0               ; 0             ; 0               ; 64    ; 0              ; 0            ; 0                ; 0                 ;
; u0|display_ip_0|avalonMaster_inst|FIFO_0|scfifo_component|auto_generated|dpfifo|wr_ptr                                     ; 4     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|display_ip_0|avalonMaster_inst|FIFO_0|scfifo_component|auto_generated|dpfifo|rd_ptr_count                               ; 4     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|display_ip_0|avalonMaster_inst|FIFO_0|scfifo_component|auto_generated|dpfifo|FIFOram                                    ; 30    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|display_ip_0|avalonMaster_inst|FIFO_0|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw                     ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|display_ip_0|avalonMaster_inst|FIFO_0|scfifo_component|auto_generated|dpfifo|fifo_state                                 ; 5     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|display_ip_0|avalonMaster_inst|FIFO_0|scfifo_component|auto_generated|dpfifo                                            ; 21    ; 0              ; 0            ; 0              ; 22     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|display_ip_0|avalonMaster_inst|FIFO_0|scfifo_component|auto_generated                                                   ; 20    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|display_ip_0|avalonMaster_inst|FIFO_0                                                                                   ; 20    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|display_ip_0|avalonMaster_inst                                                                                          ; 37    ; 4              ; 16           ; 4              ; 87     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|display_ip_0|pixel_send_inst                                                                                            ; 20    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|display_ip_0                                                                                                            ; 56    ; 3              ; 0            ; 3              ; 108    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|address_span_extender_0                                                                                                 ; 182   ; 141            ; 0            ; 141            ; 175    ; 141             ; 141           ; 141             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|wrfull_eq_comp                                                    ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|rdempty_eq_comp                                                   ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|ws_dgrp|dffpipe16                                                 ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|ws_dgrp                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|rs_dgwp|dffpipe13                                                 ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|rs_dgwp                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|rs_bwp                                                            ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|rs_brp                                                            ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|fifo_ram                                                          ; 35    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|wrptr_g1p                                                         ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|rdptr_g1p                                                         ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|rs_dgwp_gray2bin                                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated|rdptr_g_gray2bin                                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst|dcfifo_component|auto_generated                                                                   ; 20    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|MyFIFO_inst                                                                                                   ; 20    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|avSlave                                                                                                       ; 17    ; 0              ; 0            ; 0              ; 109    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|interface_fifo_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                                             ; 4     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|interface_fifo_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                                       ; 4     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|interface_fifo_inst|scfifo_component|auto_generated|dpfifo|FIFOram                                            ; 36    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|interface_fifo_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw                             ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|interface_fifo_inst|scfifo_component|auto_generated|dpfifo|fifo_state                                         ; 5     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|interface_fifo_inst|scfifo_component|auto_generated|dpfifo                                                    ; 16    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|interface_fifo_inst|scfifo_component|auto_generated                                                           ; 15    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|interface_fifo_inst                                                                                           ; 15    ; 1              ; 0            ; 1              ; 13     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|cam_interface_inst                                                                                            ; 78    ; 0              ; 7            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|clk_gen_inst                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1|vaMast                                                                                                        ; 143   ; 8              ; 33           ; 8              ; 108    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_1                                                                                                               ; 65    ; 0              ; 0            ; 0              ; 116    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|wrfull_eq_comp                                                    ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|rdempty_eq_comp                                                   ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|ws_dgrp|dffpipe16                                                 ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|ws_dgrp                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|rs_dgwp|dffpipe13                                                 ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|rs_dgwp                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|rs_bwp                                                            ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|rs_brp                                                            ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|fifo_ram                                                          ; 35    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|wrptr_g1p                                                         ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|rdptr_g1p                                                         ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|rs_dgwp_gray2bin                                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated|rdptr_g_gray2bin                                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst|dcfifo_component|auto_generated                                                                   ; 20    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|MyFIFO_inst                                                                                                   ; 20    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|avSlave                                                                                                       ; 17    ; 0              ; 0            ; 0              ; 109    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|interface_fifo_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                                             ; 4     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|interface_fifo_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                                       ; 4     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|interface_fifo_inst|scfifo_component|auto_generated|dpfifo|FIFOram                                            ; 36    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|interface_fifo_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw                             ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|interface_fifo_inst|scfifo_component|auto_generated|dpfifo|fifo_state                                         ; 5     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|interface_fifo_inst|scfifo_component|auto_generated|dpfifo                                                    ; 16    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|interface_fifo_inst|scfifo_component|auto_generated                                                           ; 15    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|interface_fifo_inst                                                                                           ; 15    ; 1              ; 0            ; 1              ; 13     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|cam_interface_inst                                                                                            ; 78    ; 0              ; 7            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|clk_gen_inst                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0|vaMast                                                                                                        ; 143   ; 8              ; 33           ; 8              ; 108    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|d5m_top_0                                                                                                               ; 65    ; 0              ; 0            ; 0              ; 116    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0                                                                                                                         ; 29    ; 0              ; 0            ; 0              ; 68     ; 0               ; 0             ; 0               ; 66    ; 0              ; 0            ; 0                ; 0                 ;
+----------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
